Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Apathy Buttress","L. Apathy Buttress > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107356563/apathy-buttress,1.0,-1,Trad,5.9,3,250,37.74494,-119.5538
"Drunk Tank","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108102413/drunk-tank,1.0,-1,Trad,5.10d,1,100,37.72965,-119.62316
"Swillar Pillar","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108102356/swillar-pillar,1.0,-1,Trad,5.10a,1,100,37.72965,-119.62316
"Log Jam","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107129587/log-jam,1.0,-1,Trad,5.11b,1,120,37.72965,-119.62316
"More Balls Than Bacon","B&B Buttress > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105967448/more-balls-than-bacon,1.0,-1,Trad,5.10a,1,110,37.75141,-119.58431
"Peruvian flake right","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113818632/peruvian-flake-right,0.5,-1,Trad,5.8,1,100,37.74873,-119.57265
"Golden Bough","5. Ribbon Falls Amphitheater > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107613463/golden-bough,0.5,-1,Trad,5.10,8,1200,37.73456,-119.64807
"Unknown (Too Lame To Name)","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118490141/unknown-too-lame-to-name,0.0,-1,Trad,5.11+,1,100,37.73059,-119.619
Mothballed,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108010118/mothballed,0.0,-1,Trad,5.11,1,100,37.7507,-119.59446
"Agricultural Manuvers in the Dark","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111876119/agricultural-manuvers-in-the-dark,0.0,-1,Trad,5.8,1,110,37.72965,-119.62316
"Happy's Favorite","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111888861/happys-favorite,0.0,-1,Trad,5.10b,1,50,37.72965,-119.62316
"Sober Up","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108102449/sober-up,0.0,-1,Trad,"5.10a R",1,100,37.72965,-119.62316
"Absolutely Free Left Side","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108643037/absolutely-free-left-side,-1.0,-1,Trad,5.9,3,500,37.73378,-119.61232
